Requesting to dispatch some money to <name> <surname>,send_money,3
What is the current balance of my <bank> account,check_balance,1
Request to receive AED242 and 32 cents please,request_money,4
Requesting to dispatch £420.04,send_money,3
Can you move 59 dirhams and 59 cents to <name>'s account,send_money,3
Initiate a transaction of 17 pounds and 32 cents using <bank>,send_money,3
I need to receive 118 euros and 11 cents,request_money,4
Check if I have any transactions with <name> recently,check_transactions,2
$424.39,none,0
Nope,no,6
I can confirm that Definitely,yes,5
Can you tell me the balance for my AED account,check_balance,1
How to track the performance of my investments in the app,none,0
I disagree with that,no,6
What is the current balance of my <bank> account in £,check_balance,1
I'd like to see the payment history with <name> <surname> using account <bank>,check_transactions,2
Can you tell me the balance for my <bank> account,check_balance,1
Initiate a wire request please,request_money,4
Not by any means not as far as I know,no,6
Not by any means not as far as I know,no,6
Give me a summary of recent payments to <name> <surname> from my <bank>,check_transactions,2
I can't confirm that,no,6
<name>,none,0
Can I receive daily financial news summaries through the app,none,0
Would you please execute a request for 253.34 dirhams from <name> <surname>,request_money,4
<name>,none,0
<name>,none,0
How much do I have in my bank account right now,check_balance,1
I can confirm that Of course,yes,5
Display all transactions,check_transactions,2
AED458 and 14 cents,none,0
I'm planning to send some money to <name> <surname> via <bank>,send_money,3
Requesting to collect £150.24 using <bank>,request_money,4
€16.24,none,0
Precisely,yes,5
I must disagree,no,6
<name> <surname>,none,0
I am instructing a collection of €494 and 22 cents,request_money,4
Can you guide me on setting up account recovery options,none,0
I can confirm that Indeed,yes,5
<bank> account,none,0
<bank>,none,0
May I see the balance for my <bank> account in dirhams,check_balance,1
Could you facilitate the transfer of 271.10 pounds to <name> <surname> from <surname> Stanley,send_money,3
That's false,no,6
Absolutely not not as far as I know,no,6
I'm planning to receive one pound and 33 cents via <bank>,request_money,4
May I see the balance for my $ account,check_balance,1
Can you check the last few transactions to <name>,check_transactions,2
<bank>,none,0
Please request some money,request_money,4
No question about it,yes,5
I'm not convinced so no,no,6
Of course I do,yes,5
<bank>,none,0
Requesting to collect some money from <name>,request_money,4
I need to receive AED294 and 36 cents from <name> using my <bank> Singapore account,request_money,4
I'm not convinced so no,no,6
134.61 euros,none,0
I want to send 271 pounds and 72 cents to <name>,send_money,3
I'd like to receive some money from <name>,request_money,4
<bank>,none,0
Kindly process a transaction from my <bank> account,send_money,3
Requesting to dispatch 394.27 dollars to <name>,send_money,3
Certainly,yes,5
128 dirhams and 73 cents,none,0
Please send 302.94 euros from my account at <bank> Fortis to <name>,send_money,3
I want to review transactions involving my <bank> account,check_transactions,2
What is the current balance of my <bank> account,check_balance,1
Not quite that's off the mark,no,6
How do I manage app permissions on my device,none,0
<name> <surname>,none,0
<bank>,none,0
List all recent transfers from my account at <bank>,check_transactions,2
Can you tell me the balance for my <bank> account in £,check_balance,1
<bank> account,none,0
<name>,none,0
Check the balance of my bank account in dirhams,check_balance,1
I'd like to see the payment history with <name> <surname>,check_transactions,2
Display my <bank> account balance,check_balance,1
Would you please execute a transfer of £150.69,send_money,3
328.71 euros,none,0
498.39 dirhams,none,0
<bank>,none,0
You're right,yes,5
I can confirm that Sure,yes,5
How much do I have in my bank account right now,check_balance,1
Not exactly that's off the mark,no,6
Check if I have any transactions on my <bank> account recently,check_transactions,2
I'm seeking to collect some money through my account with <bank>,request_money,4
What is the referral program and how does it work,none,0
List all recent transfers to nurse,check_transactions,2
What's the easiest way to navigate to the savings section,none,0
I'd like to receive some money,request_money,4
Not by any means not as far as I know,no,6
Can you explain how to set up facial recognition for login,none,0
Would you please execute a transfer of $209.25 to <name>,send_money,3
Is there a community forum for app users,none,0
Clearly that's the situation,yes,5
How much do I have in my € account right now,check_balance,1
Please request some money from <name> <surname>,request_money,4
<bank> Singapore,none,0
What are the encryption standards for storing sensitive data,none,0
AED221 and 41 cents,none,0
Request to receive some money from stepmother please,request_money,4
Can I see the last payments made to <name> <surname>,check_transactions,2
stepbrother <name>,none,0
It is as you say Absolutely,yes,5
Show my bank account balance,check_balance,1
How to find the nearest branch or ATM using the app,none,0
<name> <surname>,none,0
Absolutely,yes,5
$270 and 43 cents,none,0
How can I track my spending in different categories,none,0
How much do I have in my AED account right now,check_balance,1
<name>,none,0
No I can't agree with that,no,6
Please display the most recent payments,check_transactions,2
Can you request 252 euros and 99 cents from <name> <surname>'s account at <bank>,request_money,4
Find the recent payments I made,check_transactions,2
Transfer some money to <name> <surname> please,send_money,3
Arrange for a fund transfer of 455 euros and 39 cents to <name> from <bank> Belgium,send_money,3
What are my most recent transactions from account <bank>,check_transactions,2
<bank>,none,0
I need the transaction history involving <name> <surname>,check_transactions,2
Is there a premium version of the app and what are its benefits,none,0
What transactions have occurred recently on <bank> account,check_transactions,2
How to find out about exclusive member events through the app,none,0
For sure Absolutely,yes,5
Transfer some money please,send_money,3
What's the process to link my account with wearables,none,0
writer,none,0
No I think you're mistaken,no,6
Is there an option for voice commands in the app,none,0
How do I create a joint account in the app,none,0
<name>,none,0
I'm seeking to collect some money from <name>,request_money,4
May I see the balance for my <bank> account,check_balance,1
Tell me the total in my bank account,check_balance,1
AED406.31,none,0
Can I get notifications for upcoming app events or webinars,none,0
Far from it I can't agree with that,no,6
By no means that's off the mark,no,6
<name> <surname>,none,0
Please arrange a payment of six euros and 94 cents from <bank> account,send_money,3
Initiate a transaction,send_money,3
Go for it,yes,5
$378.99,none,0
155.38 dirhams,none,0
127.66 pounds,none,0
Display all transactions from my <bank>,check_transactions,2
Can I set up recurring payments for bills,none,0
May I see the balance for my <bank> account in $,check_balance,1
It is as you say Indeed,yes,5
No that's not my understanding,no,6
<bank> account,none,0
You bet that's accurate,yes,5
I am instructing a payment of $167.30 through my <bank> account,send_money,3
It is as you say Affirmative,yes,5
I want to review transactions,check_transactions,2
I need you to request 124 euros and 22 cents using my State <bank> account,request_money,4
Requesting to dispatch some money using <bank>,send_money,3
<bank> account,none,0
<bank>,none,0
How to link my social media profiles to the app,none,0
Could you assist in receiving £417 and 42 cents from <name>,request_money,4
Could you facilitate the transfer of $491.33 to <name> <surname> from <bank>,send_money,3
<name> <surname>,none,0
How do I adjust the text size in the app for better readability,none,0
Certainly count it as a yes,yes,5
481 euros and 67 cents,none,0
Please request 252.44 pounds,request_money,4
<name> <surname>,none,0
Can the app notify me of upcoming economic events,none,0
€467.48,none,0
No I have a different perspective,no,6
What are my most recent transactions,check_transactions,2
I'm seeking to collect some money,request_money,4
Do it,yes,5
one pound and 43 cents,none,0
Nope that's not it,no,6
I deny,no,6
<name>,none,0
How can I set a reminder for my annual credit report,none,0
Transfer some money from my <bank> account please,send_money,3
Arrange for a fund transfer of 322 euros and 17 cents,send_money,3
Can you provide details of the recent transactions,check_transactions,2
Requesting to collect some money,request_money,4
What are my most recent transactions,check_transactions,2
Affirmatively speaking yes,yes,5
I am instructing a collection of 274.93 dollars from <name> through my default account,request_money,4
$315.88,none,0
150 dollars and 61 cents,none,0
Truly that's just how it is,yes,5
That's not my understanding,no,6
I need the transaction history involving <name> <surname>,check_transactions,2
Kindly process a request for 234.35 euros,request_money,4
$378.93,none,0
For sure Absolutely,yes,5
May I see the balance for my <bank> account in $,check_balance,1
<name>,none,0
Is there a way to get alerts for specific stock market movements,none,0
<bank> account,none,0
Check the balance of my bank account,check_balance,1
<bank>,none,0
I'm seeking to collect 92 dollars and 77 cents from <name> <surname>,request_money,4
Affirmative,yes,5
What are my most recent transactions to <name> <surname> from account <bank>,check_transactions,2
For sure Sure,yes,5
I'm seeking to collect £254.72,request_money,4
Can I see the last payments made to <name> from my <bank> account,check_transactions,2
Are there any recent transactions involving <name>,check_transactions,2
Would you please execute a request,request_money,4
What's my balance,check_balance,1
<name>,none,0
£342 and 47 cents,none,0
Not at all I can't agree with that,no,6
<bank> account,none,0
330.66 dollars,none,0
Requesting to dispatch £396 and six cents to <name>,send_money,3
Can you provide details of the recent transactions to <name> from <bank>,check_transactions,2
Not quite that's off the mark,no,6
mum,none,0
Initiate a wire transfer of 184.81 pounds please,send_money,3
Definitely not,no,6
Definitely not,no,6
I'm planning to receive some money from niece via <bank>,request_money,4
<bank> account,none,0
How do I turn on location-based services,none,0
<name> <surname>,none,0
AED286 and 61 cents,none,0
<name> <surname>,none,0
That's not the case no,no,6
£183,none,0
Most definitely without any doubt,yes,5
<name> <surname>,none,0
How can I set up a college fund for my child using the app,none,0
AED422.10,none,0
No that's not correct,no,6
May I see the balance for my bank account,check_balance,1
By no means I can't agree with that,no,6
No that's off the mark,no,6
I'd like to remit some money,send_money,3
Do it,yes,5
What are my most recent transactions from account <bank>,check_transactions,2
Show my Union <bank> account balance,check_balance,1
I don't confirm it,no,6
Reveal the balance of my bank account,check_balance,1
Would you please execute a request for 206 pounds and 62 cents from <name> using my account at <bank>,request_money,4
Not in the slightest I can't agree with that,no,6
£108.75,none,0
Initiate a transaction of AED387 and 62 cents to <name> using <bank>,send_money,3
296 dirhams and 82 cents,none,0
<name> <surname>,none,0
May I see the balance for my primary account in £,check_balance,1
How can I set a reminder for my annual credit report,none,0
Arrange for a fund transfer of 269.81 dirhams from <bank>,send_money,3
Affirmative that's my belief. absolutely,yes,5
Not in this case no,no,6
What is the current balance of my euros account,check_balance,1
How do I enable voice commands in the app,none,0
AED95.69,none,0
Display my dirhams account balance,check_balance,1
How do I use the app to plan for long-term savings,none,0
It is as you say Absolutely,yes,5
I'm authorizing a payment of 322 euros and 80 cents to father,send_money,3
Arrange to receive a fund,request_money,4
Kindly process a transaction from my <bank> account,send_money,3
How do I adjust the text size in the app for better readability,none,0
I'm planning to receive some money,request_money,4
Transfer some money from my <bank> account to <name> <surname> please,send_money,3
May I see the balance for my bank account,check_balance,1
177.21 euros,none,0
Can you tell me the balance for my <bank> account in euros,check_balance,1
Can you request some money from <name> <surname>'s account,request_money,4
Request to receive $254.48 to my <bank> account from <name> please,request_money,4
Please send some money to <name>,send_money,3
That's incorrect,no,6
Are there any recent transactions,check_transactions,2
Would you please execute a request for 198 pounds and 52 cents using my account at <bank>,request_money,4
Can you explain how to set up facial recognition for login,none,0
<name>,none,0
Yes precisely as mentioned,yes,5
No I think you're mistaken,no,6
<name>,none,0
Request to receive 449 pounds and 66 cents to my <bank> account from <name> please,request_money,4
<bank> account,none,0
<name> <surname>,none,0
It is as you say Definitely,yes,5
Please request €477 and 26 cents from <name>,request_money,4
<surname> Stanley,none,0
Can you move 195.15 pounds to <name>'s account,send_money,3
I am instructing a payment of 126.21 euros to stepmother through my <bank> account,send_money,3
No that's not my understanding,no,6
I need to receive some money,request_money,4
Requesting to collect some money using <bank>,request_money,4
425.87 euros,none,0
I am instructing a payment of 272.25 euros through my <bank> account,send_money,3
Display my bank account balance,check_balance,1
<bank> account,none,0
Not exactly not as far as I know,no,6
<bank>,none,0
186 dirhams and 36 cents,none,0
Request to receive some money to my <bank> account from <name> <surname> please,request_money,4
Most assuredly that's the case,yes,5
Initiate a wire transfer of AED84 and 55 cents to <name> <surname> please,send_money,3
<name> <surname>,none,0
primary,none,0
Give me a summary of recent payments to <name> <surname> from my <bank>,check_transactions,2
musician,none,0
<bank>,none,0
<name>,none,0
Please request £142 and 84 cents from <name>'s account at <bank> Singapore,request_money,4
<name>,none,0
<bank>,none,0
Please request some money,request_money,4
I want to transfer 99 euros and five cents,send_money,3
214.89 pounds,none,0
<bank>,none,0
I'm seeking to collect some money from <name> <surname>,request_money,4
Can I track the status of money I've lent to friends in the app,none,0
AED422 and 29 cents,none,0
$331 and 87 cents,none,0
Can you tell me the balance for my bank account,check_balance,1
I disagree with that,no,6
That's not true,no,6
Give me a summary of recent payments from my <bank>,check_transactions,2
For sure Indeed,yes,5
499.46 dollars,none,0
Display my <bank> account in dirhams balance,check_balance,1
Display all transactions to <name>,check_transactions,2
What's the process to link my account with wearables,none,0
<bank>,none,0
491 dirhams and 98 cents,none,0
£156 and 71 cents,none,0
Check if I have any transactions recently,check_transactions,2
226 euros and 90 cents,none,0
I need to wire £240 and 99 cents to <name>,send_money,3
What are the ways to get financial advice through the app,none,0
<name>,none,0
Initiate a request using <bank>,request_money,4
Initiate a transaction to teacher,send_money,3
I can confirm that Sure,yes,5
What's the process for syncing the app with my online banking,none,0
I want to transfer $419 and 73 cents,send_money,3
Can you tell me the balance for my bank account,check_balance,1
I'm afraid that's not the case,no,6
primary,none,0
451 dollars and 92 cents,none,0
Kindly process a transaction of €131.09 to <name> <surname> from my <bank> account,send_money,3
<bank> Fortis account,none,0
That's wrong,no,6
Not exactly that's off the mark,no,6
359 dollars and 23 cents,none,0
That is exactly right,yes,5
I need you to request 175 dirhams and 15 cents,request_money,4
293 pounds and 88 cents,none,0
No not as far as I know,no,6
I can confirm that Definitely,yes,5
<bank>,none,0
I need to wire $79.32 to <name> <surname>,send_money,3
Request to receive some money to my <bank> account from <name> please,request_money,4
<name> <surname>,none,0
Definitely without any doubt. absolutely,yes,5
For sure Of course,yes,5
<bank>,none,0
I'd like to remit 301.94 euros,send_money,3
Far from it that's off the mark,no,6
I want to transfer 121 pounds and 58 cents using my <bank> account,send_money,3
That's not accurate,no,6
That's right,yes,5
Arrange for a fund transfer of 41.08 dollars,send_money,3
May I see the balance for my <bank> account in euros,check_balance,1
Tell me the total in my <bank> account in dirhams,check_balance,1
Can the app help me find the best rates for savings accounts,none,0
<bank>,none,0
Could you assist in receiving 304.73 dirhams,request_money,4
Precisely,yes,5
I'd say no,no,6
Tell me the total in my $ account,check_balance,1
<name> <surname>,none,0
<name> <name>,none,0
£231 and 25 cents,none,0
Affirmative,yes,5
Show me the recent transactions on my bank accounts,check_transactions,2
Yes precisely as mentioned,yes,5
A resounding yes indeed,yes,5
Show my $ account balance,check_balance,1
Can the app suggest ways to reduce bank fees,none,0
I need the transaction history,check_transactions,2
What's the latest feature for managing subscription services in the app,none,0
How to adjust the privacy settings for my profile,none,0
I can confirm that Definitely,yes,5
<name> <surname>,none,0
<bank>,none,0
Unfortunately no,no,6
Reveal the balance of my <bank> account,check_balance,1
116 euros and 86 cents,none,0
Can you tell me the balance for my <bank> <bank> account in euros,check_balance,1
Please display the most recent payments,check_transactions,2
How much is in my <bank> account,check_balance,1
Far from it I can't agree with that,no,6
Are there any recent transactions,check_transactions,2
Affirmative that's my belief,yes,5
<bank> account,none,0
Can the app provide a summary of my financial health,none,0
Absolutely,yes,5
Reveal the balance of my bank account,check_balance,1
How to use the app to track my progress towards financial independence,none,0
<bank>,none,0
Not quite that's off the mark,no,6
I am instructing a collection from <name> through my <bank> account,request_money,4
By no means not as far as I know,no,6
€470.51,none,0
Sure thing,yes,5
Can the app provide a forecast of my future savings,none,0
Can you request some money,request_money,4
Of course I do,yes,5
I'm planning to receive some money,request_money,4
I'd have to say no I'm not convinced,no,6
Show me the recent transactions with <name> <surname>,check_transactions,2
Go ahead,yes,5
Would you please execute a transfer of 301.51 dollars,send_money,3
I'd have to say no I'm not convinced,no,6
I am instructing a payment to <name> <surname> through my <bank> account,send_money,3
<name> <surname>,none,0
I am instructing a collection of £16 and 22 cents,request_money,4
primary,none,0
Please display the most recent payments to <name> <surname> from my <bank>,check_transactions,2
<name>,none,0
Precisely,yes,5
I'd like to remit some money to <name>,send_money,3
Can the app send me reminders about my financial review appointments,none,0
Show me the recent transactions with <name> De <name> on my <bank> account,check_transactions,2
Agricultural <bank>,none,0
I need you to request <name> <surname> some money using my <bank> account,request_money,4
Please send $343 and 29 cents from my account at <bank> to <name> <surname>,send_money,3
Requesting to dispatch €110 and 66 cents using <bank>,send_money,3
<bank> account,none,0
<name> <surname>,none,0
Could you facilitate the transfer of some money to professor,send_money,3
How much is in my bank account in dollars,check_balance,1
Please arrange a collection from <name> <surname> usin <bank> account,request_money,4
<name>,none,0
467 euros and 31 cents,none,0
<name>,none,0
sister,none,0
For sure Certainly,yes,5
How do I set up bi-weekly financial check-ins on the app,none,0
430.66 pounds,none,0
It is as you say Affirmative,yes,5
Display my pounds account balance,check_balance,1
How much do I have in my <bank> account right now,check_balance,1
I'd like to receive some money from <name> through <bank>,request_money,4
<name> <surname>,none,0
<name>,none,0
<name> <surname>,none,0
<bank>,none,0
Arrange for a fund transfer of £131.18 to <name>,send_money,3
I want to review transactions to <name> <surname> involving my <bank> account,check_transactions,2
Kindly process a transaction from my <bank> account,send_money,3
What are the latest transactions with <name>,check_transactions,2
How to configure the app's alerts for my investment milestones,none,0
<bank>,none,0
What are my most recent transactions to <name> <name>,check_transactions,2
279.46 dirhams,none,0
Can you move some money from <bank> to <name>'s account,send_money,3
Absolutely,yes,5
$218.12,none,0
Of course I do,yes,5
<bank> account,none,0
How to set up a savings challenge with friends in the app,none,0
<bank> account,none,0
<bank> account,none,0
Yes that aligns with my thoughts,yes,5
I want to send $330 and 46 cents to <name> <surname>,send_money,3
That's true,yes,5
<name> <surname>,none,0
<name> <surname>,none,0
Can you provide details of the recent transactions from <bank>,check_transactions,2
What is the app's policy on data privacy,none,0
88.43 dirhams,none,0
Unquestionably,yes,5
Can you request £428.97,request_money,4
I'd like to know my current bank account balance,check_balance,1
<name> <surname>,none,0
Can the app help me optimize my debt repayment strategy,none,0
Not in this case,no,6
<name> <surname>,none,0
How to find the nearest branch or ATM using the app,none,0
I disagree with that,no,6
Show my £ account balance,check_balance,1
<bank> account,none,0
<name>,none,0
AED451.78,none,0
Initiate a wire transfer from <bank> please,send_money,3
<bank> Singapore,none,0
Initiate a transaction,send_money,3
It is as you say Of course,yes,5
Can I set up the app to alert me to recurring annual expenses,none,0
Please arrange a payment of 111.90 dollars,send_money,3
Would you please execute a request for $146 and 35 cents,request_money,4
What are the steps to link my insurance policies with the app,none,0
I want to send some money to <name>,send_money,3
Tell me the total in my <bank> account in AED,check_balance,1
Check the balance of my <bank> Fortis account in euros,check_balance,1
Indeed that's just how it is. absolutely,yes,5
I'd like to know my current <bank> account balance,check_balance,1
381.19 pounds,none,0
No that's a misunderstanding,no,6
No you're mistaken,no,6
Kindly process a transaction,send_money,3
<bank> account,none,0
<name>,none,0
That's incorrect,no,6
Far from it I can't agree with that,no,6
No way,no,6
£208 and 57 cents,none,0
I need you to request <name> AED175 and 87 cents,request_money,4
I need you to send 441 euros and 75 cents,send_money,3
I want to review transactions to <name>,check_transactions,2
I'm authorizing a collection of $221.81 to <bank>,request_money,4
Can you tell me the balance for my <bank> account in euros,check_balance,1
How to use the app's goal tracking feature,none,0
<name>,none,0
Not by any means that doesn't seem right,no,6
Don't do that,no,6
Correct as expected,yes,5
Give me a summary of recent payments,check_transactions,2
Requesting to dispatch 448.64 dirhams using <bank>,send_money,3
Request to receive some money to my <bank> account please,request_money,4
<bank>,none,0
I'd say no,no,6
Please arrange a payment of AED409.35 from <bank> account,send_money,3
I need you to request some money using my <bank> account,request_money,4
What transactions have occurred recently,check_transactions,2
I'd like to remit €221.35 through <bank>,send_money,3
No you've got it wrong,no,6
Undoubtedly,yes,5
€164 and eight cents,none,0
How do I create a joint account in the app,none,0
<bank>,none,0
What are my most recent transactions,check_transactions,2
Definitely not,no,6
I don't confirm it,no,6
I'd like to receive €265.40 through <bank>,request_money,4
Can you check the last few transactions to <name> <surname>,check_transactions,2
Display my bank account balance,check_balance,1
Find the recent payments I made,check_transactions,2
<bank> account,none,0
<bank>,none,0
Show me the recent transactions on my <bank> account,check_transactions,2
Are there any recent transactions involving my account <bank> and musician <name>,check_transactions,2
What is the current balance of my account,check_balance,1
<bank>,none,0
How much is in my <bank> account in dollars,check_balance,1
I'd like to know my current <bank> account balance in pounds,check_balance,1
AED348 and 76 cents,none,0
Please request some money from <name>,request_money,4
I can confirm that Sure,yes,5
How much do I have in my <bank> account in AED right now,check_balance,1
Yes,yes,5
I am instructing a payment of $457 and 73 cents to <name>,send_money,3
I'd like to remit 345 dollars and 86 cents,send_money,3
Can I use the app to help prepare for tax season,none,0
<bank>,none,0
$426,none,0
Is there a way to set up a notification for when a new blog post is published,none,0
$409.97,none,0
Can you move some money from <bank> to <name> <name>'s account,send_money,3
Initiate a transaction of AED462.90,send_money,3
Are there any recent transactions involving my account <bank> and <name>,check_transactions,2
May I see the balance for my <bank> account,check_balance,1
Where can I find the app's user manual,none,0
I am instructing a collection of €185.20 from <name> <surname>,request_money,4
I'm authorizing a payment to <name> from <bank>,send_money,3
Reveal the balance of my <bank> account in £,check_balance,1
<bank>,none,0
Sure thing,yes,5
List all recent transfers,check_transactions,2
Not in the slightest that doesn't seem right,no,6
I'm authorizing a collection to <bank>,request_money,4
Can you move AED167 and 23 cents to <name>'s account,send_money,3
You're right,yes,5
How can I access historical data of my financial activities,none,0
82.23 dirhams,none,0
I can confirm that Indeed,yes,5
Show my <bank> account balance in dirhams,check_balance,1
What are the options for exporting data to other financial tools,none,0
What is the current balance of my <bank> account,check_balance,1
What are the different ways to contact customer support,none,0
£380 and 73 cents,none,0
Reveal the balance of my <bank> account,check_balance,1
Display my <bank> account in £ balance,check_balance,1
Find the recent payments I made from my <bank> account,check_transactions,2
I'd like to remit AED232.09 through <bank>,send_money,3
I am instructing a collection from <name> <surname> through my <bank> account,request_money,4
<name>,none,0
<bank>,none,0
Can I connect the app with my email for invoice tracking,none,0
Certainly count it as a yes,yes,5
How much is in my <bank> account in €,check_balance,1
How do I set up bi-weekly financial check-ins on the app,none,0
Are there any recent transactions involving my account <bank> and <name>,check_transactions,2
<name> <surname>,none,0
<bank>,none,0
Absolutely not I can't agree with that,no,6
I'd like to remit some money to <name>,send_money,3
Kindly process a transaction of AED82.47 from my <bank> <bank> account,send_money,3
<name> D'<surname>,none,0
I must say no,no,6
<name>,none,0
I can confirm that Absolutely,yes,5
<name>,none,0
Please display the most recent payments from my <bank> account,check_transactions,2
<bank>,none,0
Kindly process a request from <name> using my <bank> account,request_money,4
I'm authorizing a collection of AED56 and 74 cents from <name> to <bank>,request_money,4
Please display the most recent payments to granddaughter <name>,check_transactions,2
Regrettably no,no,6
Yes precisely as mentioned,yes,5
<bank> account,none,0
I want to review transactions to <name>,check_transactions,2
That's not the case no,no,6
I'd like to know my current dollars account balance,check_balance,1
<name>,none,0
I don't confirm it,no,6
<bank>,none,0
<bank>,none,0
Nope,no,6
<name> <surname>,none,0
It is as you say Affirmative,yes,5
I need you to request AED425 and 44 cents using my <bank> account,request_money,4
No you're mistaken,no,6
Can you guide me through the loan application process in the app,none,0
<bank>,none,0
Check the balance of my <bank> account,check_balance,1
Confirmed,yes,5
I am instructing a collection from <name> <surname>,request_money,4
Initiate a request of 205 pounds and 96 cents from <name> <name> using <bank>,request_money,4
What is the current balance of my dollars account,check_balance,1
Could you assist in receiving 214 dollars and 34 cents,request_money,4
No not as far as I know,no,6
<bank>,none,0
I'd like to know my current <bank> account balance in €,check_balance,1
Can you tell me the balance for my euros account,check_balance,1
<bank> account,none,0
Tell me the total in my <bank> account,check_balance,1
AED385 and 9 cents,none,0
£465 and 14 cents,none,0
Can you move 259 dirhams and nine cents to designer's account,send_money,3
What tools does the app offer for tracking spending on entertainment,none,0
That's not my understanding,no,6
Not by any means that's off the mark,no,6
419.08 dollars,none,0
Initiate a request of 358 dollars and 94 cents,request_money,4
What's my balance in the € account,check_balance,1
What are the steps to set up a joint savings goal with my spouse in the app,none,0
19.38 euros,none,0
What are the latest transactions with <name> <surname>,check_transactions,2
Would you please execute a transfer from my account at <bank>,send_money,3
Initiate a wire transfer of 123.78 dollars please,send_money,3
Please arrange a collection of $401 and 88 cents,request_money,4
I want to transfer AED460 and 73 cents to <name> <surname>,send_money,3
<bank> account,none,0
<bank>,none,0
How much is in my <bank> account in dirhams,check_balance,1
That's not my view,no,6
Please arrange a collection of 138.39 dollars from <name> <surname>,request_money,4
<name> <surname>,none,0
That's my understanding,yes,5
Sadly no,no,6
You better not,no,6
I need to receive some money through my <bank> account,request_money,4
I am instructing a collection from <name> <surname>,request_money,4
Can the app help me with organizing my financial documents,none,0
285.34 dirhams,none,0
<name>,none,0
I want to send some money,send_money,3
€146 and 87 cents,none,0
What are my most recent transactions to <name> D'<name>,check_transactions,2
Initiate a transaction to <name> <surname> using <bank>,send_money,3
I am instructing a payment,send_money,3
What transactions have occurred recently on <bank> Singapore account,check_transactions,2
Absolutely not,no,6
What's the process for adding a new beneficiary,none,0
How do I export my data from the app for personal backup,none,0
398.88 pounds,none,0
How much is in my bank account in £,check_balance,1
What is the referral program and how does it work,none,0
£457.38,none,0
Definitely without any doubt,yes,5
What is the best way to secure my app using two-factor authentication,none,0
Check the balance of my bank account in dollars,check_balance,1
Show me the recent transactions on my <bank> account,check_transactions,2
99 dollars and 31 cents,none,0
Far from it I can't agree with that,no,6
Can you tell me the balance for my bank account,check_balance,1
I want to send 291.07 dollars to <name>,send_money,3
That's right,yes,5
<bank>,none,0
Please arrange a payment of £324.79 to <name> from <bank> account,send_money,3
No that's a misunderstanding,no,6
AED38 and 47 cents,none,0
What are my most recent transactions from account <bank>,check_transactions,2
Show me the recent transactions on my <bank> account,check_transactions,2
saughter,none,0
Transfer 263.06 dirhams to <name> <surname> please,send_money,3
Can the app provide exchange rate information,none,0
<name>,none,0
Display my <bank> account in AED balance,check_balance,1
Yes without reservation,yes,5
<name> <surname>,none,0
How do I check the app's compatibility with my device,none,0
I'm not convinced so no,no,6
Most definitely,yes,5
Correct as expected. absolutely,yes,5
Exactly,yes,5
I am instructing a payment through my <bank> account,send_money,3
What are the accessibility options available for visually impaired users,none,0
<bank>,none,0
Show my bank account balance,check_balance,1
No I don't see it that way,no,6
Can the app provide notifications for international events affecting the market,none,0
It is as you say Correct,yes,5
By no means that's off the mark,no,6
I want to receive some money,request_money,4
How can I see the app's version I am currently using,none,0
Show me the recent transactions on my <bank> account,check_transactions,2
