journalist,B-USER,7

banco,B-BANK,3
santa,I-BANK,4
##nder,I-BANK,4
account,O,0

indeed,O,0

gi,B-USER,7
##ulio,I-USER,8
ama,I-USER,8
##to,I-USER,8

julian,B-USER,7
morgan,I-USER,8

i,O,0
am,O,0
ins,O,0
##tructing,O,0
a,O,0
collection,O,0
of,O,0
$,B-AMOUNT,1
390,I-AMOUNT,2
.,I-AMOUNT,2
51,I-AMOUNT,2
from,O,0
sister,B-USER,7
-,I-USER,8
in,I-USER,8
-,I-USER,8
law,I-USER,8
mir,I-USER,8
##co,I-USER,8
through,O,0
my,O,0
cai,B-BANK,3
##xa,I-BANK,4
##bank,I-BANK,4
account,O,0

can,O,0
you,O,0
tell,O,0
me,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
credit,B-BANK,3
mu,I-BANK,4
##tu,I-BANK,4
##el,I-BANK,4
account,O,0

what,O,0
are,O,0
the,O,0
steps,O,0
to,O,0
link,O,0
my,O,0
insurance,O,0
policies,O,0
with,O,0
the,O,0
app,O,0

ae,B-AMOUNT,1
##d,I-AMOUNT,2
##7,I-AMOUNT,2
##6,I-AMOUNT,2
.,I-AMOUNT,2
25,I-AMOUNT,2

austin,B-USER,7
howard,I-USER,8

scotia,B-BANK,3
##bank,I-BANK,4
account,O,0

£3,B-AMOUNT,1
##59,I-AMOUNT,2
and,I-AMOUNT,2
nine,I-AMOUNT,2
cents,I-AMOUNT,2

royal,B-BANK,3
bank,I-BANK,4
of,I-BANK,4
scotland,I-BANK,4
account,O,0

how,O,0
much,O,0
do,O,0
i,O,0
have,O,0
in,O,0
my,O,0
state,B-BANK,3
bank,I-BANK,4
of,I-BANK,4
india,I-BANK,4
account,O,0
in,O,0
dir,B-CURRENCY,5
##ham,I-CURRENCY,6
##s,I-CURRENCY,6
right,O,0
now,O,0

thomas,B-USER,7
jones,I-USER,8

what,O,0
are,O,0
the,O,0
latest,O,0
transactions,O,0
with,O,0
salvatore,B-USER,7
using,O,0
my,O,0
axis,B-BANK,3
bank,I-BANK,4
account,O,0

ing,B-BANK,3

display,O,0
my,O,0
euros,B-CURRENCY,5
account,O,0
balance,O,0

credit,B-BANK,3
sui,I-BANK,4
##sse,I-BANK,4

find,O,0
the,O,0
recent,O,0
payments,O,0
i,O,0
made,O,0
to,O,0
cooper,B-USER,7
smith,I-USER,8
from,O,0
my,O,0
ing,B-BANK,3
account,O,0

list,O,0
all,O,0
recent,O,0
transfers,O,0

please,O,0
arrange,O,0
a,O,0
payment,O,0
of,O,0
157,B-AMOUNT,1
.,I-AMOUNT,2
01,I-AMOUNT,2
pounds,I-AMOUNT,2
to,O,0
bryson,B-USER,7
hall,I-USER,8
from,O,0
bb,B-BANK,3
##va,I-BANK,4
account,O,0

bank,B-BANK,3
of,I-BANK,4
bar,I-BANK,4
##oda,I-BANK,4
account,O,0

how,O,0
do,O,0
i,O,0
un,O,0
##su,O,0
##bs,O,0
##cr,O,0
##ibe,O,0
from,O,0
the,O,0
newsletter,O,0

sb,B-BANK,3
##i,I-BANK,4
group,I-BANK,4

kindly,O,0
process,O,0
a,O,0
transaction,O,0
of,O,0
324,B-AMOUNT,1
dir,I-AMOUNT,2
##ham,I-AMOUNT,2
##s,I-AMOUNT,2
and,I-AMOUNT,2
one,I-AMOUNT,2
cent,I-AMOUNT,2
to,O,0
mil,B-USER,7
##a,I-USER,8
diaz,I-USER,8

what,O,0
',O,0
s,O,0
the,O,0
maximum,O,0
number,O,0
of,O,0
accounts,O,0
i,O,0
can,O,0
have,O,0
in,O,0
the,O,0
app,O,0

what,O,0
are,O,0
the,O,0
custom,O,0
##ization,O,0
options,O,0
for,O,0
the,O,0
app,O,0
',O,0
s,O,0
appearance,O,0

can,O,0
you,O,0
check,O,0
the,O,0
last,O,0
few,O,0
transactions,O,0
to,O,0
riley,B-USER,7
clark,I-USER,8
from,O,0
sb,B-BANK,3
##i,I-BANK,4
group,I-BANK,4

what,O,0
are,O,0
my,O,0
most,O,0
recent,O,0
transactions,O,0
to,O,0
teacher,B-USER,7

please,O,0
arrange,O,0
a,O,0
payment,O,0
of,O,0
ae,B-AMOUNT,1
##d,I-AMOUNT,2
##41,I-AMOUNT,2
##9,I-AMOUNT,2
and,I-AMOUNT,2
14,I-AMOUNT,2
cents,I-AMOUNT,2
to,O,0
rod,B-USER,7
##olf,I-USER,8
##o,I-USER,8

may,O,0
i,O,0
see,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
commonwealth,B-BANK,3
bank,I-BANK,4
account,O,0
in,O,0
£,B-CURRENCY,5

no,O,0
that,O,0
',O,0
s,O,0
not,O,0
in,O,0
line,O,0
with,O,0
the,O,0
facts,O,0

45,B-AMOUNT,1
##5,I-AMOUNT,2
.,I-AMOUNT,2
98,I-AMOUNT,2
euros,I-AMOUNT,2

for,O,0
sure,O,0
affirmative,O,0

$,B-AMOUNT,1
402,I-AMOUNT,2
.,I-AMOUNT,2
43,I-AMOUNT,2

requesting,O,0
to,O,0
dispatch,O,0
some,O,0
money,O,0
to,O,0
wyatt,B-USER,7
price,I-USER,8

what,O,0
is,O,0
the,O,0
current,O,0
balance,O,0
of,O,0
my,O,0
lloyd,B-BANK,3
##s,I-BANK,4
banking,I-BANK,4
group,I-BANK,4
account,O,0

request,O,0
to,O,0
receive,O,0
ae,B-AMOUNT,1
##d,I-AMOUNT,2
##24,I-AMOUNT,2
##2,I-AMOUNT,2
and,I-AMOUNT,2
32,I-AMOUNT,2
cents,I-AMOUNT,2
please,O,0

requesting,O,0
to,O,0
dispatch,O,0
£,B-AMOUNT,1
##42,I-AMOUNT,2
##0,I-AMOUNT,2
.,I-AMOUNT,2
04,I-AMOUNT,2

can,O,0
you,O,0
move,O,0
59,B-AMOUNT,1
dir,I-AMOUNT,2
##ham,I-AMOUNT,2
##s,I-AMOUNT,2
and,I-AMOUNT,2
59,I-AMOUNT,2
cents,I-AMOUNT,2
to,O,0
luigi,B-USER,7
',O,0
s,O,0
account,O,0

initiate,O,0
a,O,0
transaction,O,0
of,O,0
17,B-AMOUNT,1
pounds,I-AMOUNT,2
and,I-AMOUNT,2
32,I-AMOUNT,2
cents,I-AMOUNT,2
using,O,0
may,B-BANK,3
##bank,I-BANK,4

i,O,0
need,O,0
to,O,0
receive,O,0
118,B-AMOUNT,1
euros,I-AMOUNT,2
and,I-AMOUNT,2
11,I-AMOUNT,2
cents,I-AMOUNT,2

check,O,0
if,O,0
i,O,0
have,O,0
any,O,0
transactions,O,0
with,O,0
fran,B-USER,7
##ca,I-USER,8
recently,O,0

$,B-AMOUNT,1
42,I-AMOUNT,2
##4,I-AMOUNT,2
.,I-AMOUNT,2
39,I-AMOUNT,2

nope,O,0

i,O,0
can,O,0
confirm,O,0
that,O,0
definitely,O,0

can,O,0
you,O,0
tell,O,0
me,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
ae,B-CURRENCY,5
##d,I-CURRENCY,6
account,O,0

how,O,0
to,O,0
track,O,0
the,O,0
performance,O,0
of,O,0
my,O,0
investments,O,0
in,O,0
the,O,0
app,O,0

i,O,0
disagree,O,0
with,O,0
that,O,0

what,O,0
is,O,0
the,O,0
current,O,0
balance,O,0
of,O,0
my,O,0
top,B-BANK,3
bank,I-BANK,4
account,O,0
in,O,0
£,B-CURRENCY,5

i,O,0
',O,0
d,O,0
like,O,0
to,O,0
see,O,0
the,O,0
payment,O,0
history,O,0
with,O,0
rosa,B-USER,7
##ria,I-USER,8
gi,I-USER,8
##ulia,I-USER,8
##ni,I-USER,8
using,O,0
account,O,0
credit,B-BANK,3
sui,I-BANK,4
##sse,I-BANK,4

can,O,0
you,O,0
tell,O,0
me,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
dans,B-BANK,3
##ke,I-BANK,4
bank,I-BANK,4
account,O,0

initiate,O,0
a,O,0
wire,O,0
request,O,0
please,O,0

not,O,0
by,O,0
any,O,0
means,O,0
not,O,0
as,O,0
far,O,0
as,O,0
i,O,0
know,O,0

not,O,0
by,O,0
any,O,0
means,O,0
not,O,0
as,O,0
far,O,0
as,O,0
i,O,0
know,O,0

give,O,0
me,O,0
a,O,0
summary,O,0
of,O,0
recent,O,0
payments,O,0
to,O,0
luc,B-USER,7
##re,I-USER,8
##zia,I-USER,8
marche,I-USER,8
##tti,I-USER,8
from,O,0
my,O,0
hd,B-BANK,3
##fc,I-BANK,4
bank,I-BANK,4

i,O,0
can,O,0
',O,0
t,O,0
confirm,O,0
that,O,0

cl,B-USER,7
##elia,I-USER,8

can,O,0
i,O,0
receive,O,0
daily,O,0
financial,O,0
news,O,0
sum,O,0
##mar,O,0
##ies,O,0
through,O,0
the,O,0
app,O,0

would,O,0
you,O,0
please,O,0
execute,O,0
a,O,0
request,O,0
for,O,0
253,B-AMOUNT,1
.,I-AMOUNT,2
34,I-AMOUNT,2
dir,I-AMOUNT,2
##ham,I-AMOUNT,2
##s,I-AMOUNT,2
from,O,0
levi,B-USER,7
gray,I-USER,8

elisa,B-USER,7
##bet,I-USER,8
##ta,I-USER,8

abigail,B-USER,7

how,O,0
much,O,0
do,O,0
i,O,0
have,O,0
in,O,0
my,O,0
bank,O,0
account,O,0
right,O,0
now,O,0

i,O,0
can,O,0
confirm,O,0
that,O,0
of,O,0
course,O,0

display,O,0
all,O,0
transactions,O,0

ae,B-AMOUNT,1
##d,I-AMOUNT,2
##45,I-AMOUNT,2
##8,I-AMOUNT,2
and,I-AMOUNT,2
14,I-AMOUNT,2
cents,I-AMOUNT,2

i,O,0
',O,0
m,O,0
planning,O,0
to,O,0
send,O,0
some,O,0
money,O,0
to,O,0
ci,B-USER,7
##nz,I-USER,8
##ia,I-USER,8
ama,I-USER,8
##to,I-USER,8
via,O,0
bank,B-BANK,3
of,I-BANK,4
montreal,I-BANK,4

requesting,O,0
to,O,0
collect,O,0
£1,B-AMOUNT,1
##50,I-AMOUNT,2
.,I-AMOUNT,2
24,I-AMOUNT,2
using,O,0
argent,B-BANK,3
##a,I-BANK,4

€,B-AMOUNT,1
##16,I-AMOUNT,2
.,I-AMOUNT,2
24,I-AMOUNT,2

precisely,O,0

i,O,0
must,O,0
disagree,O,0

liam,B-USER,7
howard,I-USER,8

i,O,0
am,O,0
ins,O,0
##tructing,O,0
a,O,0
collection,O,0
of,O,0
€,B-AMOUNT,1
##49,I-AMOUNT,2
##4,I-AMOUNT,2
and,I-AMOUNT,2
22,I-AMOUNT,2
cents,I-AMOUNT,2

can,O,0
you,O,0
guide,O,0
me,O,0
on,O,0
setting,O,0
up,O,0
account,O,0
recovery,O,0
options,O,0

i,O,0
can,O,0
confirm,O,0
that,O,0
indeed,O,0

kb,B-BANK,3
##c,I-BANK,4
bank,I-BANK,4
account,O,0

group,B-BANK,3
##e,I-BANK,4
bp,I-BANK,4
##ce,I-BANK,4

may,O,0
i,O,0
see,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
id,B-BANK,3
##bi,I-BANK,4
bank,I-BANK,4
account,O,0
in,O,0
dir,B-CURRENCY,5
##ham,I-CURRENCY,6
##s,I-CURRENCY,6

could,O,0
you,O,0
facilitate,O,0
the,O,0
transfer,O,0
of,O,0
271,B-AMOUNT,1
.,I-AMOUNT,2
10,I-AMOUNT,2
pounds,I-AMOUNT,2
to,O,0
ja,B-USER,7
##co,I-USER,8
##po,I-USER,8
de,I-USER,8
angel,I-USER,8
##is,I-USER,8
from,O,0
morgan,B-BANK,3
stanley,I-BANK,4

that,O,0
',O,0
s,O,0
false,O,0

absolutely,O,0
not,O,0
not,O,0
as,O,0
far,O,0
as,O,0
i,O,0
know,O,0

i,O,0
',O,0
m,O,0
planning,O,0
to,O,0
receive,O,0
one,B-AMOUNT,1
pound,I-AMOUNT,2
and,I-AMOUNT,2
33,I-AMOUNT,2
cents,I-AMOUNT,2
via,O,0
bank,B-BANK,3
austria,I-BANK,4

may,O,0
i,O,0
see,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
$,B-CURRENCY,5
account,O,0

can,O,0
you,O,0
check,O,0
the,O,0
last,O,0
few,O,0
transactions,O,0
to,O,0
bray,B-USER,7
##den,I-USER,8

mi,B-BANK,3
##zu,I-BANK,4
##ho,I-BANK,4
financial,I-BANK,4
group,I-BANK,4

please,O,0
request,O,0
some,O,0
money,O,0

no,O,0
question,O,0
about,O,0
it,O,0

i,O,0
',O,0
m,O,0
not,O,0
convinced,O,0
so,O,0
no,O,0

of,O,0
course,O,0
i,O,0
do,O,0

s,B-BANK,3
##ns,I-BANK,4
bank,I-BANK,4

requesting,O,0
to,O,0
collect,O,0
some,O,0
money,O,0
from,O,0
giacomo,B-USER,7

i,O,0
need,O,0
to,O,0
receive,O,0
ae,B-AMOUNT,1
##d,I-AMOUNT,2
##29,I-AMOUNT,2
##4,I-AMOUNT,2
and,I-AMOUNT,2
36,I-AMOUNT,2
cents,I-AMOUNT,2
from,O,0
amelia,B-USER,7
using,O,0
my,O,0
bn,B-BANK,3
##p,I-BANK,4
par,I-BANK,4
##iba,I-BANK,4
##s,I-BANK,4
singapore,I-BANK,4
account,O,0

i,O,0
',O,0
m,O,0
not,O,0
convinced,O,0
so,O,0
no,O,0

134,B-AMOUNT,1
.,I-AMOUNT,2
61,I-AMOUNT,2
euros,I-AMOUNT,2

i,O,0
want,O,0
to,O,0
send,O,0
271,B-AMOUNT,1
pounds,I-AMOUNT,2
and,I-AMOUNT,2
72,I-AMOUNT,2
cents,I-AMOUNT,2
to,O,0
dar,B-USER,7
##ia,I-USER,8

i,O,0
',O,0
d,O,0
like,O,0
to,O,0
receive,O,0
some,O,0
money,O,0
from,O,0
fu,B-USER,7
##l,I-USER,8
##via,I-USER,8

rossi,B-BANK,3
##ya,I-BANK,4
bank,I-BANK,4

kindly,O,0
process,O,0
a,O,0
transaction,O,0
from,O,0
my,O,0
sum,B-BANK,3
##ito,I-BANK,4
##mo,I-BANK,4
mit,I-BANK,4
##su,I-BANK,4
##i,I-BANK,4
financial,I-BANK,4
group,I-BANK,4
account,O,0

requesting,O,0
to,O,0
dispatch,O,0
39,B-AMOUNT,1
##4,I-AMOUNT,2
.,I-AMOUNT,2
27,I-AMOUNT,2
dollars,I-AMOUNT,2
to,O,0
fi,B-USER,7
##lom,I-USER,8
##ena,I-USER,8

certainly,O,0

128,B-AMOUNT,1
dir,I-AMOUNT,2
##ham,I-AMOUNT,2
##s,I-AMOUNT,2
and,I-AMOUNT,2
73,I-AMOUNT,2
cents,I-AMOUNT,2

please,O,0
send,O,0
302,B-AMOUNT,1
.,I-AMOUNT,2
94,I-AMOUNT,2
euros,I-AMOUNT,2
from,O,0
my,O,0
account,O,0
at,O,0
bn,B-BANK,3
##p,I-BANK,4
par,I-BANK,4
##iba,I-BANK,4
##s,I-BANK,4
fort,I-BANK,4
##is,I-BANK,4
to,O,0
emilia,B-USER,7

i,O,0
want,O,0
to,O,0
review,O,0
transactions,O,0
involving,O,0
my,O,0
wells,B-BANK,3
fargo,I-BANK,4
account,O,0

what,O,0
is,O,0
the,O,0
current,O,0
balance,O,0
of,O,0
my,O,0
axis,B-BANK,3
bank,I-BANK,4
account,O,0

not,O,0
quite,O,0
that,O,0
',O,0
s,O,0
off,O,0
the,O,0
mark,O,0

how,O,0
do,O,0
i,O,0
manage,O,0
app,O,0
permission,O,0
##s,O,0
on,O,0
my,O,0
device,O,0

alf,B-USER,7
##io,I-USER,8
baron,I-USER,8
##e,I-USER,8

se,B-BANK,3
##b,I-BANK,4

list,O,0
all,O,0
recent,O,0
transfers,O,0
from,O,0
my,O,0
account,O,0
at,O,0
no,B-BANK,3
##mura,I-BANK,4
holdings,I-BANK,4

can,O,0
you,O,0
tell,O,0
me,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
dex,B-BANK,3
##ia,I-BANK,4
account,O,0
in,O,0
£,B-CURRENCY,5

ba,B-BANK,3
##wa,I-BANK,4
##g,I-BANK,4
ps,I-BANK,4
##k,I-BANK,4
account,O,0

en,B-USER,7
##rica,I-USER,8

check,O,0
the,O,0
balance,O,0
of,O,0
my,O,0
bank,O,0
account,O,0
in,O,0
dir,B-CURRENCY,5
##ham,I-CURRENCY,6
##s,I-CURRENCY,6

i,O,0
',O,0
d,O,0
like,O,0
to,O,0
see,O,0
the,O,0
payment,O,0
history,O,0
with,O,0
samantha,B-USER,7
wilson,I-USER,8

display,O,0
my,O,0
bn,B-BANK,3
##p,I-BANK,4
par,I-BANK,4
##iba,I-BANK,4
##s,I-BANK,4
account,O,0
balance,O,0

would,O,0
you,O,0
please,O,0
execute,O,0
a,O,0
transfer,O,0
of,O,0
£1,B-AMOUNT,1
##50,I-AMOUNT,2
.,I-AMOUNT,2
69,I-AMOUNT,2

328,B-AMOUNT,1
.,I-AMOUNT,2
71,I-AMOUNT,2
euros,I-AMOUNT,2

49,B-AMOUNT,1
##8,I-AMOUNT,2
.,I-AMOUNT,2
39,I-AMOUNT,2
dir,I-AMOUNT,2
##ham,I-AMOUNT,2
##s,I-AMOUNT,2

rossi,B-BANK,3
##ya,I-BANK,4
bank,I-BANK,4

you,O,0
',O,0
re,O,0
right,O,0

i,O,0
can,O,0
confirm,O,0
that,O,0
sure,O,0

how,O,0
much,O,0
do,O,0
i,O,0
have,O,0
in,O,0
my,O,0
bank,O,0
account,O,0
right,O,0
now,O,0

not,O,0
exactly,O,0
that,O,0
',O,0
s,O,0
off,O,0
the,O,0
mark,O,0

check,O,0
if,O,0
i,O,0
have,O,0
any,O,0
transactions,O,0
on,O,0
my,O,0
trio,B-BANK,3
##dos,I-BANK,4
bank,I-BANK,4
account,O,0
recently,O,0

i,O,0
',O,0
m,O,0
seeking,O,0
to,O,0
collect,O,0
some,O,0
money,O,0
through,O,0
my,O,0
account,O,0
with,O,0
indus,B-BANK,3
##ind,I-BANK,4
bank,I-BANK,4

what,O,0
is,O,0
the,O,0
refer,O,0
##ral,O,0
program,O,0
and,O,0
how,O,0
does,O,0
it,O,0
work,O,0

list,O,0
all,O,0
recent,O,0
transfers,O,0
to,O,0
nurse,B-USER,7

what,O,0
',O,0
s,O,0
the,O,0
easiest,O,0
way,O,0
to,O,0
navigate,O,0
to,O,0
the,O,0
savings,O,0
section,O,0

i,O,0
',O,0
d,O,0
like,O,0
to,O,0
receive,O,0
some,O,0
money,O,0

not,O,0
by,O,0
any,O,0
means,O,0
not,O,0
as,O,0
far,O,0
as,O,0
i,O,0
know,O,0

can,O,0
you,O,0
explain,O,0
how,O,0
to,O,0
set,O,0
up,O,0
facial,O,0
recognition,O,0
for,O,0
log,O,0
##in,O,0

would,O,0
you,O,0
please,O,0
execute,O,0
a,O,0
transfer,O,0
of,O,0
$,B-AMOUNT,1
209,I-AMOUNT,2
.,I-AMOUNT,2
25,I-AMOUNT,2
to,O,0
le,B-USER,7
##lia,I-USER,8

is,O,0
there,O,0
a,O,0
community,O,0
forum,O,0
for,O,0
app,O,0
users,O,0

clearly,O,0
that,O,0
',O,0
s,O,0
the,O,0
situation,O,0

how,O,0
much,O,0
do,O,0
i,O,0
have,O,0
in,O,0
my,O,0
€,B-CURRENCY,5
account,O,0
right,O,0
now,O,0

please,O,0
request,O,0
some,O,0
money,O,0
from,O,0
laura,B-USER,7
ferrara,I-USER,8

standard,B-BANK,3
chartered,I-BANK,4
singapore,I-BANK,4

what,O,0
are,O,0
the,O,0
encryption,O,0
standards,O,0
for,O,0
storing,O,0
sensitive,O,0
data,O,0

ae,B-AMOUNT,1
##d,I-AMOUNT,2
##22,I-AMOUNT,2
##1,I-AMOUNT,2
and,I-AMOUNT,2
41,I-AMOUNT,2
cents,I-AMOUNT,2

request,O,0
to,O,0
receive,O,0
some,O,0
money,O,0
from,O,0
stepmother,B-USER,7
please,O,0

can,O,0
i,O,0
see,O,0
the,O,0
last,O,0
payments,O,0
made,O,0
to,O,0
enzo,B-USER,7
ri,I-USER,8
##zzo,I-USER,8

step,B-USER,7
##bro,I-USER,8
##ther,I-USER,8
ren,I-USER,8
##ata,I-USER,8

it,O,0
is,O,0
as,O,0
you,O,0
say,O,0
absolutely,O,0

show,O,0
my,O,0
bank,O,0
account,O,0
balance,O,0

how,O,0
to,O,0
find,O,0
the,O,0
nearest,O,0
branch,O,0
or,O,0
atm,O,0
using,O,0
the,O,0
app,O,0

des,B-USER,7
##ider,I-USER,8
##io,I-USER,8
vital,I-USER,8
##e,I-USER,8

absolutely,O,0

$,B-AMOUNT,1
270,I-AMOUNT,2
and,I-AMOUNT,2
43,I-AMOUNT,2
cents,I-AMOUNT,2

how,O,0
can,O,0
i,O,0
track,O,0
my,O,0
spending,O,0
in,O,0
different,O,0
categories,O,0

how,O,0
much,O,0
do,O,0
i,O,0
have,O,0
in,O,0
my,O,0
ae,B-CURRENCY,5
##d,I-CURRENCY,6
account,O,0
right,O,0
now,O,0

christopher,B-USER,7

no,O,0
i,O,0
can,O,0
',O,0
t,O,0
agree,O,0
with,O,0
that,O,0

please,O,0
display,O,0
the,O,0
most,O,0
recent,O,0
payments,O,0

can,O,0
you,O,0
request,O,0
252,B-AMOUNT,1
euros,I-AMOUNT,2
and,I-AMOUNT,2
99,I-AMOUNT,2
cents,I-AMOUNT,2
from,O,0
eli,B-USER,7
##ana,I-USER,8
davis,I-USER,8
',O,0
s,O,0
account,O,0
at,O,0
rai,B-BANK,3
##ffe,I-BANK,4
##isen,I-BANK,4
bank,I-BANK,4
international,I-BANK,4

find,O,0
the,O,0
recent,O,0
payments,O,0
i,O,0
made,O,0

transfer,O,0
some,O,0
money,O,0
to,O,0
jeremiah,B-USER,7
stewart,I-USER,8
please,O,0

arrange,O,0
for,O,0
a,O,0
fund,O,0
transfer,O,0
of,O,0
45,B-AMOUNT,1
##5,I-AMOUNT,2
euros,I-AMOUNT,2
and,I-AMOUNT,2
39,I-AMOUNT,2
cents,I-AMOUNT,2
to,O,0
moreno,B-USER,7
from,O,0
ing,B-BANK,3
belgium,I-BANK,4

what,O,0
are,O,0
my,O,0
most,O,0
recent,O,0
transactions,O,0
from,O,0
account,O,0
bank,B-BANK,3
of,I-BANK,4
china,I-BANK,4

wells,B-BANK,3
fargo,I-BANK,4

i,O,0
need,O,0
the,O,0
transaction,O,0
history,O,0
involving,O,0
y,B-USER,7
##len,I-USER,8
##ia,I-USER,8
leone,I-USER,8

is,O,0
there,O,0
a,O,0
premium,O,0
version,O,0
of,O,0
the,O,0
app,O,0
and,O,0
what,O,0
are,O,0
its,O,0
benefits,O,0

what,O,0
transactions,O,0
have,O,0
occurred,O,0
recently,O,0
on,O,0
punjab,B-BANK,3
national,I-BANK,4
bank,I-BANK,4
account,O,0

how,O,0
to,O,0
find,O,0
out,O,0
about,O,0
exclusive,O,0
member,O,0
events,O,0
through,O,0
the,O,0
app,O,0

for,O,0
sure,O,0
absolutely,O,0

transfer,O,0
some,O,0
money,O,0
please,O,0

what,O,0
',O,0
s,O,0
the,O,0
process,O,0
to,O,0
link,O,0
my,O,0
account,O,0
with,O,0
wear,O,0
##able,O,0
##s,O,0

writer,B-USER,7

no,O,0
i,O,0
think,O,0
you,O,0
',O,0
re,O,0
mistaken,O,0

is,O,0
there,O,0
an,O,0
option,O,0
for,O,0
voice,O,0
commands,O,0
in,O,0
the,O,0
app,O,0

how,O,0
do,O,0
i,O,0
create,O,0
a,O,0
joint,O,0
account,O,0
in,O,0
the,O,0
app,O,0

sara,B-USER,7

i,O,0
',O,0
m,O,0
seeking,O,0
to,O,0
collect,O,0
some,O,0
money,O,0
from,O,0
willow,B-USER,7

may,O,0
i,O,0
see,O,0
the,O,0
balance,O,0
for,O,0
my,O,0
future,B-BANK,3
bank,I-BANK,4
account,O,0

tell,O,0
me,O,0
the,O,0
total,O,0
in,O,0
my,O,0
bank,O,0
account,O,0

ae,B-AMOUNT,1
##d,I-AMOUNT,2
##40,I-AMOUNT,2
##6,I-AMOUNT,2
.,I-AMOUNT,2
31,I-AMOUNT,2

can,O,0
i,O,0
get,O,0
notification,O,0
##s,O,0
for,O,0
upcoming,O,0
app,O,0
events,O,0
or,O,0
web,O,0
##ina,O,0
##rs,O,0

far,O,0
from,O,0
it,O,0
i,O,0
can,O,0
',O,0
t,O,0
agree,O,0
with,O,0
that,O,0

by,O,0
no,O,0
means,O,0
that,O,0
',O,0
s,O,0
off,O,0
